Lake.Name,STN,Site.ID,Latitude,Longitude,Year,Secchi.depth_avg,d,m,s,d_long,m_long,s_long
LAKE CLEAR,2453,2,452706,771341,2010,6.3,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2011,7.2,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2012,7,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2013,6.4,45,27,06,77,13,41
LAKE CLEAR,2453,3,452613,770939,2005,5.8,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2008,8.7,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2009,7.8,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2010,2.8,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2011,7.7,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2012,7,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2013,0.6,45,26,13,77,09,39
LAKE CLEAR,2453,4,452616,771151,2005,10.1,45,26,16,77,11,51
LAKE CLEAR,2453,4,452616,771151,2006,7.6,45,26,16,77,11,51
LAKE CLEAR,2453,4,452616,771151,2007,7.2,45,26,16,77,11,51
LAKE CLEAR,2453,4,452616,771151,2008,7,45,26,16,77,11,51
LAKE CLEAR,2453,4,452616,771151,2010,7.7,45,26,16,77,11,51
LAKE CLEAR,2453,4,452616,771151,2011,7.4,45,26,16,77,11,51
LAKE CLEAR,2453,4,452616,771151,2012,7.6,45,26,16,77,11,51
LAKE CLEAR,2453,4,452616,771151,2013,7.1,45,26,16,77,11,51
LAKE CLEAR,2453,4,452616,771151,2014,6.6,45,26,16,77,11,51
LAKE CLEAR,2453,4,452616,771151,2016,6.8,45,26,16,77,11,51
LAKE CLEAR,2453,5,452538,771133,2011,6.8,45,25,38,77,11,33
LAKE CLEAR,2453,5,452538,771133,2012,7,45,25,38,77,11,33
LAKE CLEAR,2453,5,452538,771133,2013,7.1,45,25,38,77,11,33
LAKE CLEAR,2453,5,452538,771133,2014,7,45,25,38,77,11,33
LAKE CLEAR,2453,5,452538,771133,2015,6.6,45,25,38,77,11,33
LAKE CLEAR,2453,5,452538,771133,2016,6.9,45,25,38,77,11,33
LAKE OF BAYS,2469,1,451447,790147,1992,6.5,45,14,47,79,01,47
LAKE OF BAYS,2469,1,451447,790147,1993,6.6,45,14,47,79,01,47
LAKE OF BAYS,2469,1,451447,790147,1994,6.6,45,14,47,79,01,47
LAKE OF BAYS,2469,1,451447,790147,1995,6.2,45,14,47,79,01,47
LAKE OF BAYS,2469,1,451447,790147,1996,6,45,14,47,79,01,47
LAKE OF BAYS,2469,1,451447,790147,1997,6.1,45,14,47,79,01,47
LAKE OF BAYS,2469,1,451447,790147,1998,6.5,45,14,47,79,01,47
LAKE OF BAYS,2469,1,451447,790147,1999,6.4,45,14,47,79,01,47
LAKE OF BAYS,2469,1,451447,790147,2000,6,45,14,47,79,01,47
LAKE OF BAYS,2469,1,451447,790147,2001,5.3,45,14,47,79,01,47
LAKE OF BAYS,2469,1,451447,790147,2002,5.5,45,14,47,79,01,47
LAKE OF BAYS,2469,1,451447,790147,2003,6.3,45,14,47,79,01,47
LAKE OF BAYS,2469,2,451926,790103,1992,5.8,45,19,26,79,01,03
LAKE OF BAYS,2469,2,451926,790103,1993,4.7,45,19,26,79,01,03
LAKE OF BAYS,2469,2,451926,790103,1994,5.2,45,19,26,79,01,03
LAKE OF BAYS,2469,2,451926,790103,1995,5.3,45,19,26,79,01,03
LAKE OF BAYS,2469,2,451926,790103,1996,4.9,45,19,26,79,01,03
LAKE OF BAYS,2469,2,451926,790103,1997,4.6,45,19,26,79,01,03
LAKE OF BAYS,2469,2,451926,790103,1998,5.6,45,19,26,79,01,03
LAKE OF BAYS,2469,2,451926,790103,1999,4.6,45,19,26,79,01,03
LAKE OF BAYS,2469,2,451926,790103,2000,4,45,19,26,79,01,03
LAKE OF BAYS,2469,2,451926,790103,2001,4.8,45,19,26,79,01,03
LAKE OF BAYS,2469,2,451926,790103,2002,4.5,45,19,26,79,01,03
LAKE OF BAYS,2469,2,451926,790103,2003,4.9,45,19,26,79,01,03
LAKE OF BAYS,2469,3,451342,790414,1992,6.7,45,13,42,79,04,14
LAKE OF BAYS,2469,3,451342,790414,1993,6.1,45,13,42,79,04,14
LAKE OF BAYS,2469,3,451342,790414,1994,6.3,45,13,42,79,04,14
LAKE OF BAYS,2469,3,451342,790414,1995,6.1,45,13,42,79,04,14
LAKE OF BAYS,2469,3,451342,790414,1996,6.1,45,13,42,79,04,14
LAKE OF BAYS,2469,3,451342,790414,1997,6.1,45,13,42,79,04,14
LAKE OF BAYS,2469,3,451342,790414,1998,6.4,45,13,42,79,04,14
LAKE OF BAYS,2469,3,451342,790414,1999,5.6,45,13,42,79,04,14
LAKE OF BAYS,2469,3,451342,790414,2000,5.5,45,13,42,79,04,14
LAKE OF BAYS,2469,3,451342,790414,2001,5.3,45,13,42,79,04,14
LAKE OF BAYS,2469,3,451342,790414,2002,6.5,45,13,42,79,04,14
LAKE OF BAYS,2469,3,451342,790414,2003,6.4,45,13,42,79,04,14
LAKE OF BAYS,2469,4,451306,790538,1992,6.2,45,13,06,79,05,38
LAKE OF BAYS,2469,4,451306,790538,1993,5.4,45,13,06,79,05,38
LAKE OF BAYS,2469,4,451306,790538,1994,5.9,45,13,06,79,05,38
LAKE OF BAYS,2469,4,451306,790538,1995,5.4,45,13,06,79,05,38
LAKE OF BAYS,2469,4,451306,790538,1996,5.4,45,13,06,79,05,38
LAKE OF BAYS,2469,4,451306,790538,1997,5.5,45,13,06,79,05,38
LAKE OF BAYS,2469,4,451306,790538,1998,6,45,13,06,79,05,38
LAKE OF BAYS,2469,4,451306,790538,1999,5.6,45,13,06,79,05,38
LAKE OF BAYS,2469,4,451306,790538,2000,5.2,45,13,06,79,05,38
LAKE OF BAYS,2469,4,451306,790538,2001,4.8,45,13,06,79,05,38
LAKE OF BAYS,2469,4,451306,790538,2002,6,45,13,06,79,05,38
LAKE OF BAYS,2469,4,451306,790538,2003,5.9,45,13,06,79,05,38
LAKE OF BAYS,2469,5,451708,790200,1992,6.6,45,17,08,79,02,00
LAKE OF BAYS,2469,5,451708,790200,1993,6.4,45,17,08,79,02,00
LAKE OF BAYS,2469,5,451708,790200,1994,6.3,45,17,08,79,02,00
LAKE OF BAYS,2469,5,451708,790200,1995,6,45,17,08,79,02,00
LAKE OF BAYS,2469,5,451708,790200,1996,5.9,45,17,08,79,02,00
LAKE OF BAYS,2469,5,451708,790200,1997,5.6,45,17,08,79,02,00
LAKE OF BAYS,2469,5,451708,790200,1998,6.4,45,17,08,79,02,00
LAKE OF BAYS,2469,5,451708,790200,1999,6.2,45,17,08,79,02,00
LAKE OF BAYS,2469,5,451708,790200,2000,5.5,45,17,08,79,02,00
LAKE OF BAYS,2469,5,451708,790200,2001,5.3,45,17,08,79,02,00
LAKE OF BAYS,2469,5,451708,790200,2002,5.5,45,17,08,79,02,00
LAKE OF BAYS,2469,5,451708,790200,2003,5.5,45,17,08,79,02,00
LAKE OF BAYS,2469,6,451433,785424,1992,7,45,14,33,78,54,24
LAKE OF BAYS,2469,6,451433,785424,1993,6.6,45,14,33,78,54,24
LAKE OF BAYS,2469,6,451433,785424,1994,6.5,45,14,33,78,54,24
LAKE OF BAYS,2469,6,451433,785424,1996,6.6,45,14,33,78,54,24
LAKE OF BAYS,2469,6,451433,785424,1997,6.1,45,14,33,78,54,24
LAKE OF BAYS,2469,6,451433,785424,1998,6.3,45,14,33,78,54,24
LAKE OF BAYS,2469,6,451433,785424,1999,6.3,45,14,33,78,54,24
LAKE OF BAYS,2469,6,451433,785424,2000,5,45,14,33,78,54,24
LAKE OF BAYS,2469,6,451433,785424,2001,5.3,45,14,33,78,54,24
LAKE OF BAYS,2469,6,451433,785424,2002,5,45,14,33,78,54,24
LAKE OF BAYS,2469,6,451433,785424,2003,5.3,45,14,33,78,54,24
LAKE OF BAYS,2469,7,451726,790430,2003,5.5,45,17,26,79,04,30
LAKE OF BAYS,2469,7,451726,790430,2004,5.2,45,17,26,79,04,30
LAKE OF BAYS,2469,7,451726,790430,2005,5.1,45,17,26,79,04,30
LAKE OF BAYS,2469,7,451726,790430,2006,5,45,17,26,79,04,30
LAKE OF BAYS,2469,7,451726,790430,2007,5.5,45,17,26,79,04,30
LAKE OF BAYS,2469,7,451726,790430,2008,4.6,45,17,26,79,04,30
LAKE OF BAYS,2469,12,451456,785303,2004,4.4,45,14,56,78,53,03
LAKE OF BAYS,2469,12,451456,785303,2005,4,45,14,56,78,53,03
LAKE OF BAYS,2469,12,451456,785303,2006,5.2,45,14,56,78,53,03
LAKE OF BAYS,2469,12,451456,785303,2007,4,45,14,56,78,53,03
LAKE OF BAYS,2469,12,451456,785303,2009,4.5,45,14,56,78,53,03
LAKE OF BAYS,2469,12,451456,785303,2010,3.7,45,14,56,78,53,03
LAKE OF BAYS,2469,12,451456,785303,2011,3.7,45,14,56,78,53,03
LAKE OF BAYS,2469,12,451456,785303,2012,3.3,45,14,56,78,53,03
LAKE OF BAYS,2469,12,451456,785303,2013,3.6,45,14,56,78,53,03
LAKE OF ISLANDS,6236,1,444623,774443,2004,4.4,44,46,23,77,44,43
LAKE OF ISLANDS,6236,1,444623,774443,2009,5.1,44,46,23,77,44,43
LAKE OF ISLANDS,6236,1,444623,774443,2010,5.2,44,46,23,77,44,43
LAKE OF ISLANDS,6236,1,444623,774443,2011,5.3,44,46,23,77,44,43
LAKE OF ISLANDS,6236,1,444623,774443,2012,5.4,44,46,23,77,44,43
LAKE OF ISLANDS,6236,1,444623,774443,2013,5.1,44,46,23,77,44,43
LAKE OF ISLANDS,6236,1,444623,774443,2014,5.2,44,46,23,77,44,43
LAKE OF ISLANDS,6236,1,444623,774443,2015,5.1,44,46,23,77,44,43
LAKE OF ISLANDS,6236,1,444623,774443,2016,5.2,44,46,23,77,44,43
LAKE OF THE WOODS,2473,1,491511,940224,2004,4,49,15,11,94,02,24
LAKE OF THE WOODS,2473,1,491511,940224,2005,4.3,49,15,11,94,02,24
LAKE OF THE WOODS,2473,1,491511,940224,2006,4.4,49,15,11,94,02,24
LAKE OF THE WOODS,2473,1,491511,940224,2008,4.9,49,15,11,94,02,24
LAKE OF THE WOODS,2473,1,491511,940224,2009,4,49,15,11,94,02,24
LAKE OF THE WOODS,2473,1,491511,940224,2010,4.1,49,15,11,94,02,24
LAKE OF THE WOODS,2473,1,491511,940224,2011,4.2,49,15,11,94,02,24
LAKE OF THE WOODS,2473,1,491511,940224,2012,4.4,49,15,11,94,02,24
LAKE OF THE WOODS,2473,1,491511,940224,2013,3.9,49,15,11,94,02,24
LAKE OF THE WOODS,2473,1,491511,940224,2014,3.2,49,15,11,94,02,24
LAKE OF THE WOODS,2473,2,493530,942150,1999,2,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2000,2.3,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2001,1.9,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2002,1.9,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2003,2.3,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2004,2.2,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2005,1.9,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2006,2.1,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2007,2.1,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2008,2,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2009,1.8,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2010,1.8,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2011,2.2,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2012,2.5,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2013,2.1,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2014,2.2,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2015,2.1,49,35,30,94,21,50
LAKE OF THE WOODS,2473,2,493530,942150,2016,2,49,35,30,94,21,50
LAKE OF THE WOODS,2473,3,493725,944526,1999,3.3,49,37,25,94,45,26
LAKE OF THE WOODS,2473,3,493725,944526,2001,3,49,37,25,94,45,26
LAKE OF THE WOODS,2473,3,493725,944526,2002,3.3,49,37,25,94,45,26
LAKE OF THE WOODS,2473,3,493725,944526,2004,2.6,49,37,25,94,45,26
LAKE OF THE WOODS,2473,4,494120,942110,1999,3.7,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2000,2.9,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2001,2.7,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2002,2.5,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2003,3.3,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2004,2.6,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2005,2.8,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2007,3.5,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2008,2.8,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2009,2.5,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2010,2.6,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2011,2.5,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2012,3.3,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2013,2.5,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2014,2.5,49,41,20,94,21,10
LAKE OF THE WOODS,2473,4,494120,942110,2015,2.4,49,41,20,94,21,10
LAKE OF THE WOODS,2473,5,493823,941915,1999,3.1,49,38,23,94,19,15
LAKE OF THE WOODS,2473,5,493823,941915,2000,2.5,49,38,23,94,19,15
LAKE OF THE WOODS,2473,5,493823,941915,2001,2.5,49,38,23,94,19,15
LAKE OF THE WOODS,2473,5,493823,941915,2002,3.3,49,38,23,94,19,15
LAKE OF THE WOODS,2473,5,493823,941915,2003,2.6,49,38,23,94,19,15
LAKE OF THE WOODS,2473,5,493823,941915,2004,2.8,49,38,23,94,19,15
LAKE OF THE WOODS,2473,5,493823,941915,2005,2.6,49,38,23,94,19,15
LAKE OF THE WOODS,2473,5,493823,941915,2006,2.9,49,38,23,94,19,15
LAKE OF THE WOODS,2473,5,493823,941915,2007,1.9,49,38,23,94,19,15
LAKE OF THE WOODS,2473,8,494250,943930,1999,3.2,49,42,50,94,39,30
LAKE OF THE WOODS,2473,8,494250,943930,2000,2.8,49,42,50,94,39,30
LAKE OF THE WOODS,2473,8,494250,943930,2001,3.3,49,42,50,94,39,30
LAKE OF THE WOODS,2473,8,494250,943930,2002,4.4,49,42,50,94,39,30
LAKE OF THE WOODS,2473,8,494250,943930,2003,2.8,49,42,50,94,39,30
LAKE OF THE WOODS,2473,8,494250,943930,2004,3.5,49,42,50,94,39,30
LAKE OF THE WOODS,2473,8,494250,943930,2005,3.3,49,42,50,94,39,30
LAKE OF THE WOODS,2473,8,494250,943930,2006,3.1,49,42,50,94,39,30
LAKE OF THE WOODS,2473,8,494250,943930,2007,2.7,49,42,50,94,39,30
LAKE OF THE WOODS,2473,8,494250,943930,2008,3.1,49,42,50,94,39,30
LAKE OF THE WOODS,2473,8,494250,943930,2009,3.6,49,42,50,94,39,30
LAKE OF THE WOODS,2473,9,494100,944500,1999,3.6,49,41,00,94,45,00
LAKE OF THE WOODS,2473,9,494100,944500,2001,3.9,49,41,00,94,45,00
LAKE OF THE WOODS,2473,9,494100,944500,2002,4,49,41,00,94,45,00
LAKE OF THE WOODS,2473,9,494100,944500,2003,3.9,49,41,00,94,45,00
LAKE OF THE WOODS,2473,9,494100,944500,2004,4.3,49,41,00,94,45,00
LAKE OF THE WOODS,2473,9,494100,944500,2005,4.5,49,41,00,94,45,00
LAKE OF THE WOODS,2473,9,494100,944500,2006,4.3,49,41,00,94,45,00
LAKE OF THE WOODS,2473,9,494100,944500,2007,3.6,49,41,00,94,45,00
LAKE OF THE WOODS,2473,10,494310,943925,1999,3,49,43,10,94,39,25
LAKE OF THE WOODS,2473,10,494310,943925,2001,3.4,49,43,10,94,39,25
LAKE OF THE WOODS,2473,11,494229,942755,2008,2.7,49,42,29,94,27,55
LAKE OF THE WOODS,2473,11,494229,942755,2009,2.2,49,42,29,94,27,55
LAKE OF THE WOODS,2473,11,494229,942755,2010,2.7,49,42,29,94,27,55
LAKE OF THE WOODS,2473,11,494229,942755,2011,2.8,49,42,29,94,27,55
LAKE OF THE WOODS,2473,11,494229,942755,2012,2.9,49,42,29,94,27,55
LAKE OF THE WOODS,2473,11,494229,942755,2013,2,49,42,29,94,27,55
LAKE OF THE WOODS,2473,11,494229,942755,2014,2.5,49,42,29,94,27,55
LAKE OF THE WOODS,2473,11,494229,942755,2015,3,49,42,29,94,27,55
LAKE OF THE WOODS,2473,12,494045,945010,1999,3,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2000,3.4,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2001,4.6,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2002,3.2,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2003,3.6,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2004,3.8,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2005,3.5,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2006,3.1,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2007,2.8,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2008,3,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2009,3,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2010,2.6,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2011,2.4,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2012,2.8,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2013,2.4,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2014,2.4,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2015,2.4,49,40,45,94,50,10
LAKE OF THE WOODS,2473,12,494045,945010,2016,2.4,49,40,45,94,50,10
LAKE OF THE WOODS,2473,15,494219,944819,1999,3.3,49,42,19,94,48,19
LAKE OF THE WOODS,2473,15,494219,944819,2000,3.5,49,42,19,94,48,19
LAKE OF THE WOODS,2473,15,494219,944819,2001,3.5,49,42,19,94,48,19
LAKE OF THE WOODS,2473,15,494219,944819,2002,3.2,49,42,19,94,48,19
LAKE OF THE WOODS,2473,15,494219,944819,2003,4.1,49,42,19,94,48,19
LAKE OF THE WOODS,2473,15,494219,944819,2004,3.7,49,42,19,94,48,19
LAKE OF THE WOODS,2473,15,494219,944819,2005,3.9,49,42,19,94,48,19
LAKE OF THE WOODS,2473,15,494219,944819,2006,3.9,49,42,19,94,48,19
LAKE OF THE WOODS,2473,16,494424,943131,2007,3.2,49,44,24,94,31,31
LAKE OF THE WOODS,2473,17,493836,945505,2007,3.8,49,38,36,94,55,05
LAKE OF THE WOODS,2473,18,494204,944710,1999,4.6,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2000,4.6,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2001,4,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2003,3.7,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2004,4.5,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2005,4.7,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2007,4.1,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2008,4.1,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2009,3.9,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2011,4.1,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2012,4.1,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2013,3.3,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2014,3.5,49,42,04,94,47,10
LAKE OF THE WOODS,2473,18,494204,944710,2015,2.9,49,42,04,94,47,10
LAKE OF THE WOODS,2473,20,493905,945338,1999,3.8,49,39,05,94,53,38
LAKE OF THE WOODS,2473,20,493905,945338,2001,4,49,39,05,94,53,38
LAKE OF THE WOODS,2473,20,493905,945338,2002,4.5,49,39,05,94,53,38
LAKE OF THE WOODS,2473,21,493900,945130,1997,4,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,1999,4.8,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2000,5.7,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2001,4.5,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2002,4,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2003,5,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2004,3.9,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2005,4.1,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2006,4.6,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2007,4.5,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2008,4.2,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2009,4.1,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2010,3.5,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2011,4.1,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2012,4.2,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2013,3.2,49,39,00,94,51,30
LAKE OF THE WOODS,2473,21,493900,945130,2014,3.8,49,39,00,94,51,30
LAKE OF THE WOODS,2473,22,493834,945514,1999,4.3,49,38,34,94,55,14
LAKE OF THE WOODS,2473,22,493834,945514,2000,4.5,49,38,34,94,55,14
LAKE OF THE WOODS,2473,22,493834,945514,2001,4.3,49,38,34,94,55,14
LAKE OF THE WOODS,2473,23,493555,942600,1999,2.7,49,35,55,94,26,00
LAKE OF THE WOODS,2473,23,493555,942600,2000,2.8,49,35,55,94,26,00
LAKE OF THE WOODS,2473,23,493555,942600,2001,3.1,49,35,55,94,26,00
LAKE OF THE WOODS,2473,23,493555,942600,2002,2.5,49,35,55,94,26,00
LAKE OF THE WOODS,2473,23,493555,942600,2003,0.6,49,35,55,94,26,00
LAKE OF THE WOODS,2473,25,493914,942540,2000,3.1,49,39,14,94,25,40
LAKE OF THE WOODS,2473,25,493914,942540,2002,1.9,49,39,14,94,25,40
LAKE OF THE WOODS,2473,25,493914,942540,2003,3.4,49,39,14,94,25,40
LAKE OF THE WOODS,2473,25,493914,942540,2006,2.7,49,39,14,94,25,40
LAKE OF THE WOODS,2473,28,492500,935743,2000,2.7,49,25,00,93,57,43
LAKE OF THE WOODS,2473,28,492500,935743,2002,2.3,49,25,00,93,57,43
LAKE OF THE WOODS,2473,28,492500,935743,2003,2.5,49,25,00,93,57,43
LAKE OF THE WOODS,2473,28,492500,935743,2004,2.8,49,25,00,93,57,43
LAKE OF THE WOODS,2473,28,492500,935743,2005,1.5,49,25,00,93,57,43
LAKE OF THE WOODS,2473,28,492500,935743,2008,3.4,49,25,00,93,57,43
LAKE OF THE WOODS,2473,28,492500,935743,2009,3.5,49,25,00,93,57,43
LAKE OF THE WOODS,2473,28,492500,935743,2010,3.2,49,25,00,93,57,43
LAKE OF THE WOODS,2473,29,492700,940510,2001,2.6,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2002,2.3,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2003,3.4,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2004,3.2,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2005,3,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2006,3.5,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2007,3.1,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2008,4.1,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2009,2.9,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2010,2.4,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2011,3.2,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2012,3.3,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2013,2.6,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2014,2.5,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2015,2.8,49,27,00,94,05,10
LAKE OF THE WOODS,2473,29,492700,940510,2016,3,49,27,00,94,05,10
LAKE OF THE WOODS,2473,31,493936,942705,1997,1.8,49,39,36,94,27,05
LAKE OF THE WOODS,2473,31,493936,942705,1998,3,49,39,36,94,27,05
LAKE OF THE WOODS,2473,31,493936,942705,1999,1.9,49,39,36,94,27,05
LAKE OF THE WOODS,2473,31,493936,942705,2000,1.5,49,39,36,94,27,05
LAKE OF THE WOODS,2473,31,493936,942705,2001,1.9,49,39,36,94,27,05
LAKE OF THE WOODS,2473,31,493936,942705,2002,1.4,49,39,36,94,27,05
LAKE OF THE WOODS,2473,31,493936,942705,2003,2.1,49,39,36,94,27,05
LAKE OF THE WOODS,2473,31,493936,942705,2004,2.1,49,39,36,94,27,05
LAKE OF THE WOODS,2473,31,493936,942705,2005,1.8,49,39,36,94,27,05
LAKE OF THE WOODS,2473,31,493936,942705,2006,2.1,49,39,36,94,27,05
LAKE OF THE WOODS,2473,31,493936,942705,2007,3,49,39,36,94,27,05
LAKE OF THE WOODS,2473,31,493936,942705,2008,2.2,49,39,36,94,27,05
LAKE OF THE WOODS,2473,32,493838,944333,2000,1.5,49,38,38,94,43,33
LAKE OF THE WOODS,2473,32,493838,944333,2001,4.5,49,38,38,94,43,33
LAKE OF THE WOODS,2473,32,493838,944333,2004,3.9,49,38,38,94,43,33
LAKE OF THE WOODS,2473,33,494128,943319,1999,4.3,49,41,28,94,33,19
LAKE OF THE WOODS,2473,33,494128,943319,2000,4.1,49,41,28,94,33,19
LAKE OF THE WOODS,2473,33,494128,943319,2001,4.3,49,41,28,94,33,19
LAKE OF THE WOODS,2473,33,494128,943319,2002,3.6,49,41,28,94,33,19
LAKE OF THE WOODS,2473,33,494128,943319,2003,4.3,49,41,28,94,33,19
LAKE OF THE WOODS,2473,33,494128,943319,2004,3.9,49,41,28,94,33,19
LAKE OF THE WOODS,2473,33,494128,943319,2005,3.8,49,41,28,94,33,19
LAKE OF THE WOODS,2473,33,494128,943319,2006,3.6,49,41,28,94,33,19
LAKE OF THE WOODS,2473,33,494128,943319,2007,4.7,49,41,28,94,33,19
LAKE OF THE WOODS,2473,33,494128,943319,2008,4.4,49,41,28,94,33,19
