Lake.Name,STN,Site.ID,Latitude,Longitude,Year,Secchi.depth_avg,d,m,s,d_long,m_long,s_long
BALSAM LAKE,6902,5,443748,784843,2013,4.3,44,37,48,78,48,43
BALSAM LAKE,6902,5,443748,784843,2014,3.7,44,37,48,78,48,43
BALSAM LAKE,6902,5,443748,784843,2015,3.3,44,37,48,78,48,43
BALSAM LAKE,6902,5,443748,784843,2016,3.9,44,37,48,78,48,43
BALSAM LAKE,6902,6,443800,785020,1996,4.3,44,38,00,78,50,20
BALSAM LAKE,6902,6,443800,785020,1997,4.2,44,38,00,78,50,20
BALSAM LAKE,6902,6,443800,785020,1998,4.5,44,38,00,78,50,20
BALSAM LAKE,6902,6,443800,785020,1999,4.6,44,38,00,78,50,20
BALSAM LAKE,6902,6,443800,785020,2000,4.5,44,38,00,78,50,20
BALSAM LAKE,6902,6,443800,785020,2002,4.5,44,38,00,78,50,20
BALSAM LAKE,6902,7,443106,785130,2006,3,44,31,06,78,51,30
BALSAM LAKE,6902,7,443106,785130,2007,3.6,44,31,06,78,51,30
BALSAM LAKE,6902,7,443106,785130,2008,3.3,44,31,06,78,51,30
BALSAM LAKE,6902,7,443106,785130,2009,3.5,44,31,06,78,51,30
BALSAM LAKE,6902,7,443106,785130,2010,3.2,44,31,06,78,51,30
BALSAM LAKE,6902,7,443106,785130,2011,3.5,44,31,06,78,51,30
BALSAM LAKE,6902,7,443106,785130,2012,3.7,44,31,06,78,51,30
BALSAM LAKE,6902,7,443106,785130,2013,3.8,44,31,06,78,51,30
BALSAM LAKE,6902,7,443106,785130,2014,3.8,44,31,06,78,51,30
BALSAM LAKE,6902,7,443106,785130,2015,3.4,44,31,06,78,51,30
BALSAM LAKE,6902,7,443106,785130,2016,4.3,44,31,06,78,51,30
BALSAM LAKE,6902,8,443330,785310,2006,3.1,44,33,30,78,53,10
BALSAM LAKE,6902,8,443330,785310,2007,3.6,44,33,30,78,53,10
BALSAM LAKE,6902,8,443330,785310,2008,3.6,44,33,30,78,53,10
BALSAM LAKE,6902,8,443330,785310,2009,4.2,44,33,30,78,53,10
BALSAM LAKE,6902,8,443330,785310,2010,3.6,44,33,30,78,53,10
BALSAM LAKE,6902,8,443330,785310,2011,3.6,44,33,30,78,53,10
BALSAM LAKE,6902,8,443330,785310,2012,4.4,44,33,30,78,53,10
BALSAM LAKE,6902,8,443330,785310,2014,3.6,44,33,30,78,53,10
BALSAM LAKE,6902,8,443330,785310,2015,3.7,44,33,30,78,53,10
BALSAM LAKE,6902,8,443330,785310,2016,4.7,44,33,30,78,53,10
BALSAM LAKE,6902,9,443430,784816,2007,3.5,44,34,30,78,48,16
BALSAM LAKE,6902,9,443430,784816,2008,3.3,44,34,30,78,48,16
BALSAM LAKE,6902,9,443430,784816,2009,3.7,44,34,30,78,48,16
BALSAM LAKE,6902,9,443430,784816,2010,3.3,44,34,30,78,48,16
BALSAM LAKE,6902,9,443430,784816,2011,3.7,44,34,30,78,48,16
BALSAM LAKE,6902,9,443430,784816,2012,3.8,44,34,30,78,48,16
BALSAM LAKE,6902,9,443430,784816,2014,4.3,44,34,30,78,48,16
BALSAM LAKE,6902,9,443430,784816,2015,3.5,44,34,30,78,48,16
BALSAM LAKE,6902,9,443430,784816,2016,3.5,44,34,30,78,48,16
BALSAM LAKE,7375,1,460925,811320,2004,3.8,46,09,25,81,13,20
BAPTISTE LAKE,196,1,450700,780300,2000,4.1,45,07,00,78,03,00
BAPTISTE LAKE,196,1,450700,780300,2002,3.8,45,07,00,78,03,00
BAPTISTE LAKE,196,1,450700,780300,2003,4.4,45,07,00,78,03,00
BAPTISTE LAKE,196,1,450700,780300,2012,2.8,45,07,00,78,03,00
BAPTISTE LAKE,196,1,450700,780300,2013,3.1,45,07,00,78,03,00
BAPTISTE LAKE,196,1,450700,780300,2014,3.5,45,07,00,78,03,00
BAPTISTE LAKE,196,1,450700,780300,2016,4.1,45,07,00,78,03,00
BAPTISTE LAKE,196,2,450818,775810,1996,3.9,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,1997,4.1,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,1998,4.4,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,1999,4.1,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2000,4.1,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2001,4.1,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2002,4,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2003,3.6,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2004,4,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2005,4.1,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2006,3.9,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2007,4.2,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2008,4.1,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2009,4.2,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2010,4.1,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2011,4.1,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2012,4.1,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2013,4,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2015,4.2,45,08,18,77,58,10
BAPTISTE LAKE,196,2,450818,775810,2016,4.5,45,08,18,77,58,10
BARBER LAKE,7413,1,480718,793708,2005,1.5,48,07,18,79,37,08
BARBER LAKE,7413,2,480723,793632,2005,1.7,48,07,23,79,36,32
BARBER'S BAY LAKE,7568,1,483622,805229,2014,2.9,48,36,22,80,52,29
BARBER'S BAY LAKE,7568,2,483640,805250,2014,3.2,48,36,40,80,52,50
BARBER'S BAY LAKE,7568,3,483716,805247,2014,3.1,48,37,16,80,52,47
BARBER'S BAY LAKE,7568,4,483656,805337,2014,3.6,48,36,56,80,53,37
BARBER'S BAY LAKE,7568,5,483550,805429,2013,2.3,48,35,50,80,54,29
BARBER'S BAY LAKE,7568,5,483550,805429,2014,1.9,48,35,50,80,54,29
BARBER'S BAY LAKE,7568,6,483653,805434,2013,2,48,36,53,80,54,34
BARBER'S BAY LAKE,7568,6,483653,805434,2014,2.3,48,36,53,80,54,34
BARBER'S BAY LAKE,7568,7,483655,805423,2015,1.5,48,36,55,80,54,23
BARBER'S BAY LAKE,7568,8,483533,805423,2015,1.5,48,35,33,80,54,23
BARBER'S BAY LAKE,7568,9,483640,805250,2015,1.7,48,36,40,80,52,50
BARRON LAKE (NL),225,1,444952,794450,2002,0.8,44,49,52,79,44,50
BARTLE LAKE,6933,1,473000,795000,1991,3.4,47,30,00,79,50,00
BARTLE LAKE,6933,1,473000,795000,1992,3.9,47,30,00,79,50,00
BARTLE LAKE,6933,1,473000,795000,1993,4,47,30,00,79,50,00
BARTLE LAKE,6933,1,473000,795000,1994,3.8,47,30,00,79,50,00
BARTLE LAKE,6933,1,473000,795000,1995,4.3,47,30,00,79,50,00
BARTLE LAKE,6933,1,473000,795000,1996,3.5,47,30,00,79,50,00
BARTLE LAKE,6933,2,473000,795000,1991,3.4,47,30,00,79,50,00
BARTLE LAKE,6933,2,473000,795000,1992,3.8,47,30,00,79,50,00
BARTLE LAKE,6933,2,473000,795000,1993,4,47,30,00,79,50,00
BARTLE LAKE,6933,2,473000,795000,1994,3.8,47,30,00,79,50,00
BARTLE LAKE,6933,2,473000,795000,1995,4.2,47,30,00,79,50,00
BARTLE LAKE,6933,2,473000,795000,1996,3.5,47,30,00,79,50,00
BARTLE LAKE,6933,3,472958,795000,1999,4.6,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2000,5.2,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2001,5.2,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2002,3.8,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2005,4.8,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2007,5.3,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2008,4.5,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2009,4.9,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2010,5.4,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2011,5.6,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2012,5.7,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2013,5.3,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2014,4.6,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2015,4.5,47,29,58,79,50,00
BARTLE LAKE,6933,3,472958,795000,2016,4.3,47,29,58,79,50,00
BARTLETT LAKE (RAINY),4527,1,453159,792938,2016,2.4,45,31,59,79,29,38
BASS LAKE,237,1,444030,783210,1998,3.1,44,40,30,78,32,10
BASS LAKE,237,1,444030,783210,1999,3.6,44,40,30,78,32,10
BASS LAKE,237,1,444030,783210,2000,2.9,44,40,30,78,32,10
BASS LAKE,237,1,444030,783210,2001,3,44,40,30,78,32,10
BASS LAKE,237,1,444030,783210,2002,3,44,40,30,78,32,10
BASS LAKE,238,1,444900,780842,1998,4.7,44,49,00,78,08,42
BASS LAKE,238,1,444900,780842,2001,4,44,49,00,78,08,42
BASS LAKE,238,1,444900,780842,2002,4.3,44,49,00,78,08,42
BASS LAKE,238,2,444900,780842,2012,7.5,44,49,00,78,08,42
BASS LAKE,238,2,444900,780842,2014,5.5,44,49,00,78,08,42
BASS LAKE,239,1,445227,791240,1995,1.6,44,52,27,79,12,40
BASS LAKE,239,1,445227,791240,1996,1.7,44,52,27,79,12,40
BASS LAKE,239,1,445227,791240,1997,1.9,44,52,27,79,12,40
BASS LAKE,239,1,445227,791240,1998,1.9,44,52,27,79,12,40
BASS LAKE,239,1,445227,791240,1999,1.8,44,52,27,79,12,40
BASS LAKE,239,1,445227,791240,2000,1.9,44,52,27,79,12,40
BASS LAKE,239,1,445227,791240,2001,1.7,44,52,27,79,12,40
BASS LAKE,239,1,445227,791240,2002,1.3,44,52,27,79,12,40
BASS LAKE,239,1,445227,791240,2003,1.5,44,52,27,79,12,40
BASS LAKE,239,1,445227,791240,2005,1.4,44,52,27,79,12,40
BASS LAKE,240,1,450627,794155,2004,3.5,45,06,27,79,41,55
BASS LAKE,242,1,483917,884414,2003,3.3,48,39,17,88,44,14
BASS LAKE,242,1,483917,884414,2004,3.2,48,39,17,88,44,14
BASS LAKE,242,1,483917,884414,2006,3.5,48,39,17,88,44,14
BASS LAKE,242,1,483917,884414,2007,3.4,48,39,17,88,44,14
BASS LAKE,242,1,483917,884414,2008,3.2,48,39,17,88,44,14
BASS LAKE,242,1,483917,884414,2009,3.4,48,39,17,88,44,14
BASS LAKE,242,1,483917,884414,2010,3.3,48,39,17,88,44,14
BASS LAKE,242,2,483920,884410,2003,2,48,39,20,88,44,10
BASS LAKE,6862,1,444213,810012,2003,3.5,44,42,13,81,00,12
BASS LAKE,6935,1,443610,793020,1999,3,44,36,10,79,30,20
BASS LAKE,6935,1,443610,793020,2000,2.9,44,36,10,79,30,20
BASS LAKE,6935,1,443610,793020,2001,3.2,44,36,10,79,30,20
BASS LAKE,6935,1,443610,793020,2002,2.6,44,36,10,79,30,20
BASS LAKE,6935,2,443600,793000,1997,2.5,44,36,00,79,30,00
BASS LAKE,6935,2,443600,793000,1998,2.8,44,36,00,79,30,00
BASS LAKE,6935,2,443600,793000,2006,2.9,44,36,00,79,30,00
BASS LAKE,6935,2,443600,793000,2007,3.4,44,36,00,79,30,00
BASS LAKE,6935,2,443600,793000,2008,3.8,44,36,00,79,30,00
BASS LAKE,6935,2,443600,793000,2009,3.7,44,36,00,79,30,00
BASS LAKE,6935,2,443600,793000,2011,3,44,36,00,79,30,00
BASS LAKE,6935,2,443600,793000,2012,3.4,44,36,00,79,30,00
BASS LAKE,6935,2,443600,793000,2013,3.4,44,36,00,79,30,00
BASS LAKE,6935,2,443600,793000,2014,3.6,44,36,00,79,30,00
BASS LAKE,6935,2,443600,793000,2015,3,44,36,00,79,30,00
BASS LAKE,6935,2,443600,793000,2016,3,44,36,00,79,30,00
BASS LAKE,6936,1,443420,760420,1997,8.7,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2000,5.1,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2001,4.5,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2002,4.2,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2004,6.1,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2005,7.9,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2006,6.4,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2007,5.8,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2008,5.5,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2009,6.4,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2012,6.5,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2013,5.5,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2014,5.8,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2015,5.8,44,34,20,76,04,20
BASS LAKE,6936,1,443420,760420,2016,5.8,44,34,20,76,04,20
BASSHAUNT LAKE,244,1,450720,782755,1992,4,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,1993,3.8,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,1994,3.6,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,1995,4.4,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,1996,4.1,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,1997,4.6,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,1998,4.6,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,1999,4.9,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2000,4.9,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2001,4.8,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2002,4.7,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2003,4.7,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2004,4.8,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2005,4.6,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2006,4.9,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2007,5.1,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2008,4.8,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2009,4.9,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2010,4.8,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2011,5.2,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2012,5.2,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2013,4.9,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2014,4.9,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2015,5.2,45,07,20,78,27,55
BASSHAUNT LAKE,244,1,450720,782755,2016,5.5,45,07,20,78,27,55
BASSWOOD LAKE,246,1,461900,832230,1999,11.7,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2000,12.1,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2001,11.6,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2002,11.2,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2003,11.3,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2004,10.9,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2005,12.3,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2006,11.1,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2007,11.5,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2008,10.2,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2009,10.4,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2010,11.2,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2011,11,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2013,12.3,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2014,10.5,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2015,11.5,46,19,00,83,22,30
BASSWOOD LAKE,246,1,461900,832230,2016,12.2,46,19,00,83,22,30
BAT LAKE,7038,1,445600,784102,1992,2.8,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,1993,3.2,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,1994,3,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,1995,3.8,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,1996,3.1,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,1997,3.2,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,1998,3.2,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,1999,3.2,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2000,2.8,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2001,3.2,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2002,3.3,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2003,2.3,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2004,3.2,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2005,2.9,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2006,3,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2007,3.6,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2008,2.5,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2009,2.9,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2010,2.6,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2011,3.5,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2012,4.4,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2013,3.2,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2014,4.1,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2015,3.8,44,56,00,78,41,02
BAT LAKE,7038,1,445600,784102,2016,3.1,44,56,00,78,41,02
BAT LAKE (BEAR/GROWLER),6003,1,450846,783810,2013,3.5,45,08,46,78,38,10
BAT LAKE (BEAR/GROWLER),6003,1,450846,783810,2014,3.2,45,08,46,78,38,10
BAT LAKE (BEAR/GROWLER),6003,1,450846,783810,2015,3.3,45,08,46,78,38,10
BAT LAKE (BEAR/GROWLER),6003,1,450846,783810,2016,3.5,45,08,46,78,38,10
BAXTER LAKE,6929,1,445300,794500,2004,3.4,44,53,00,79,45,00
BAY LAKE,257,1,450135,775140,1999,6.5,45,01,35,77,51,40
BAY LAKE,257,1,450135,775140,2000,6,45,01,35,77,51,40
BAY LAKE,257,1,450135,775140,2001,6.5,45,01,35,77,51,40
BAY LAKE,257,1,450135,775140,2002,7.3,45,01,35,77,51,40
BAY LAKE,258,1,453027,791320,1991,4.8,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,1992,5.4,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,1994,4.5,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,1995,3.9,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,1996,4.8,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,1997,5.9,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,1998,7.2,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,1999,6.4,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2000,4.6,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2001,6.2,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2002,5.7,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2003,5.4,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2004,5.7,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2005,5.9,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2006,4.5,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2007,5.1,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2009,4.2,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2010,5,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2011,4.6,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2012,4.7,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2013,4.5,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2014,3.4,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2015,3.8,45,30,27,79,13,20
BAY LAKE,258,1,453027,791320,2016,4.8,45,30,27,79,13,20
BAY LAKE,258,2,453009,791152,1991,4.8,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,1992,4.9,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,1994,4.4,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,1995,4.1,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,1996,4.4,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,2006,4.4,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,2007,5.3,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,2009,4.3,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,2010,4.8,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,2011,4.6,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,2012,4.7,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,2013,4.5,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,2014,3.3,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,2015,3.9,45,30,09,79,11,52
BAY LAKE,258,2,453009,791152,2016,4.7,45,30,09,79,11,52
BAY LAKE,258,3,453003,791226,2005,4.3,45,30,03,79,12,26
BAY LAKE,258,3,453003,791226,2006,4.4,45,30,03,79,12,26
BAY LAKE,258,3,453003,791226,2007,5,45,30,03,79,12,26
BAY LAKE,258,3,453003,791226,2009,4.3,45,30,03,79,12,26
BAY LAKE,258,3,453003,791226,2010,4.8,45,30,03,79,12,26
BAY LAKE,258,3,453003,791226,2011,4.5,45,30,03,79,12,26
BAY LAKE,258,3,453003,791226,2012,4.7,45,30,03,79,12,26
BAY LAKE,258,3,453003,791226,2013,4.4,45,30,03,79,12,26
BAY LAKE,258,3,453003,791226,2014,3.3,45,30,03,79,12,26
BAY LAKE,258,3,453003,791226,2015,3.8,45,30,03,79,12,26
BAY LAKE,258,3,453003,791226,2016,4.7,45,30,03,79,12,26
BAY OF QUINTE,6937,1,441009,771530,2005,4,44,10,09,77,15,30
BAY OF QUINTE,6937,1,441009,771530,2012,5.3,44,10,09,77,15,30
BAY OF QUINTE,6937,2,440500,771500,1999,2,44,05,00,77,15,00
BAY OF QUINTE,6937,2,440500,771500,2001,3,44,05,00,77,15,00
BEAR LAKE,267,1,452027,784228,2015,3.5,45,20,27,78,42,28
BEAR LAKE,267,3,452045,784243,2015,3.5,45,20,45,78,42,43
BEAR LAKE,268,1,452620,793500,2000,2.4,45,26,20,79,35,00
BEAR LAKE,268,1,452620,793500,2001,2,45,26,20,79,35,00
BEAR LAKE,268,1,452620,793500,2002,2.3,45,26,20,79,35,00
BEAR LAKE,268,1,452620,793500,2003,2.7,45,26,20,79,35,00
BEAR LAKE,268,1,452620,793500,2005,2.8,45,26,20,79,35,00
BEAR LAKE,273,1,480818,793700,2005,2.4,48,08,18,79,37,00
BEAR LAKE,273,2,480723,793820,2005,2.4,48,07,23,79,38,20
BEAR LAKE (NL),274,1,460856,802321,2009,2.4,46,08,56,80,23,21
BEAR LAKE (NL),274,1,460856,802321,2010,2.4,46,08,56,80,23,21
BEAR LAKE (NL),274,1,460856,802321,2011,2.2,46,08,56,80,23,21
BEAR LAKE (NL),274,1,460856,802321,2012,2,46,08,56,80,23,21
BEAR LAKE (NL),274,1,460856,802321,2013,2.1,46,08,56,80,23,21
BEARHEAD LAKE,275,1,461825,825828,2003,4.6,46,18,25,82,58,28
BEARHEAD LAKE,275,1,461825,825828,2005,4.8,46,18,25,82,58,28
BEARPAW LAKE,276,1,445542,792928,1995,1.5,44,55,42,79,29,28
BEARPAW LAKE,276,1,445542,792928,1996,1.4,44,55,42,79,29,28
BEAVER LAKE,7039,1,443000,770150,2001,3.5,44,30,00,77,01,50
BEAVER LAKE,7039,1,443000,770150,2004,3.8,44,30,00,77,01,50
BEAVER LAKE,7039,3,442981,770190,2014,2.9,44,29,81,77,01,90
BEAVER LAKE (BETHUNE),1700,1,453453,791237,2005,3.5,45,34,53,79,12,37
BEAVER LAKE (BETHUNE),1700,1,453453,791237,2006,3.4,45,34,53,79,12,37
BEAVER LAKE (BETHUNE),1700,1,453453,791237,2007,5.4,45,34,53,79,12,37
BEAVER LAKE (BETHUNE),1700,1,453453,791237,2008,3.5,45,34,53,79,12,37
BEAVER LAKE (BETHUNE),1700,1,453453,791237,2009,3.8,45,34,53,79,12,37
BEAVER LAKE (BETHUNE),1700,1,453453,791237,2010,4.3,45,34,53,79,12,37
BEAVER LAKE (BETHUNE),1700,1,453453,791237,2011,4,45,34,53,79,12,37
BEAVER LAKE (BETHUNE),1700,2,453482,791260,2014,2.9,45,34,82,79,12,60
BEAVER LAKE (BETHUNE),1700,2,453482,791260,2015,3.1,45,34,82,79,12,60
BEAVER LAKE (BETHUNE),1700,2,453482,791260,2016,3.8,45,34,82,79,12,60
BEAVER LAKE (MCINNIS),7040,1,444438,781656,1997,4.2,44,44,38,78,16,56
BEAVER LAKE (MCINNIS),7040,1,444438,781656,1998,4.2,44,44,38,78,16,56
BEAVER LAKE (MCINNIS),7040,1,444438,781656,1999,3.9,44,44,38,78,16,56
BEAVER LAKE (MCINNIS),7040,1,444438,781656,2000,3.8,44,44,38,78,16,56
BEAVER LAKE (MCINNIS),7040,1,444438,781656,2001,4.1,44,44,38,78,16,56
BEAVER LAKE (MCINNIS),7040,1,444438,781656,2002,4.1,44,44,38,78,16,56
BEAVER LAKE (MCINNIS),7040,2,444400,781700,2009,4.4,44,44,00,78,17,00
BEAVER LAKES (BIG & LITTLE),7121,1,462024,813012,2003,2.5,46,20,24,81,30,12
BEAVER LAKES (BIG & LITTLE),7121,2,462022,812922,2003,2,46,20,22,81,29,22
BEAVERKIT LAKE,295,1,483842,892123,2014,0.8,48,38,42,89,21,23
BEE LAKE,6149,1,495038,934926,2005,4,49,50,38,93,49,26
BEECH LAKE,302,1,450440,784130,1992,5.1,45,04,40,78,41,30
BEECH LAKE,302,1,450440,784130,1993,4.6,45,04,40,78,41,30
BEECH LAKE,302,1,450440,784130,1994,5,45,04,40,78,41,30
BEECH LAKE,302,1,450440,784130,1995,4.9,45,04,40,78,41,30
BEECH LAKE,302,1,450440,784130,1996,4.7,45,04,40,78,41,30
BEECH LAKE,302,1,450440,784130,1997,5.1,45,04,40,78,41,30
BEECH LAKE,302,1,450440,784130,1998,6.1,45,04,40,78,41,30
BEECH LAKE,302,1,450440,784130,1999,6.2,45,04,40,78,41,30
