Lake_ID,Lake.Name,STN,Site.ID,Latitude,Longitude,Year,meanTP_yearly,Secchi.depth_avg
131,AYLEN LAKE,160,1,45.61666667,-77.85,2003,1.55,5.4
132,AYLEN LAKE,160,1,45.61666667,-77.85,2004,6.95,5.5
133,BABY LAKE,163,1,45.2625,-79.77611111,2003,6.3,5
134,BABY LAKE,163,2,45.20333333,-79.79,2012,5.3,4.8
135,BABY LAKE,163,2,45.20333333,-79.79,2014,6.8,3.1
136,BACK LAKE,165,1,45.31083333,-79.91611111,2012,6.8,4
137,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2002,13.4,4.8
138,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2003,19.2,4.6
139,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2004,9.7,5
140,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2005,14.35,4.5
141,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2006,11.85,4.6
142,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2007,8.25,3.1
143,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2008,11.05,4.5
144,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2009,14.25,5
145,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2010,15.6,4.2
146,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2011,13.6,4
147,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2012,13.7,4.8
148,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2013,32.3,3.8
149,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2014,26.3,4.2
150,BAGOT LONG LAKE,171,1,45.2375,-76.64861111,2016,12.1,3.3
151,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2002,12.75,5
152,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2003,12.90833333,5.5
153,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2004,10.15,6.1
154,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2005,9.583333333,5.9
155,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2006,13.12857143,3.9
156,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2007,11.73333333,4.7
157,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2008,15.625,4.5
158,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2009,10.5,5.4
159,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2010,11.68,4.7
160,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2011,11.325,5.1
161,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2012,9.14,5.5
162,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2013,9.666666667,5.8
163,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2014,10.7,4.8
164,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2015,12.825,5.1
165,BALSAM LAKE,6902,2,44.63305556,-78.83944444,2016,9.74,5.4
166,BALSAM LAKE,6902,3,44.55888889,-78.88638889,2002,9.5,4.5
167,BALSAM LAKE,6902,3,44.55888889,-78.88638889,2003,13.4,4.6
168,BALSAM LAKE,6902,3,44.55888889,-78.88638889,2004,18.8,4.3
169,BALSAM LAKE,6902,3,44.55888889,-78.88638889,2006,15.6,3.6
170,BALSAM LAKE,6902,3,44.55888889,-78.88638889,2007,13.8,3.9
171,BALSAM LAKE,6902,5,44.63,-78.81194444,2002,12.5,3.5
172,BALSAM LAKE,6902,5,44.63,-78.81194444,2003,10.31666667,3.8
173,BALSAM LAKE,6902,5,44.63,-78.81194444,2004,11.85,3.4
174,BALSAM LAKE,6902,5,44.63,-78.81194444,2005,8.65,4.5
175,BALSAM LAKE,6902,5,44.63,-78.81194444,2006,8.525,4.4
176,BALSAM LAKE,6902,5,44.63,-78.81194444,2007,10.575,4.8
177,BALSAM LAKE,6902,5,44.63,-78.81194444,2008,15.225,4.6
178,BALSAM LAKE,6902,5,44.63,-78.81194444,2009,10.99166667,3.8
179,BALSAM LAKE,6902,5,44.63,-78.81194444,2010,17.50833333,3.6
180,BALSAM LAKE,6902,5,44.63,-78.81194444,2011,14.7,3.6
181,BALSAM LAKE,6902,5,44.63,-78.81194444,2012,10.3,3.7
182,BALSAM LAKE,6902,5,44.63,-78.81194444,2013,9.783333333,4.3
183,BALSAM LAKE,6902,5,44.63,-78.81194444,2014,10.22,3.7
184,BALSAM LAKE,6902,5,44.63,-78.81194444,2015,18.1375,3.3
185,BALSAM LAKE,6902,5,44.63,-78.81194444,2016,10.36666667,3.9
186,BALSAM LAKE,6902,7,44.51833333,-78.85833333,2006,13.05,3
187,BALSAM LAKE,6902,7,44.51833333,-78.85833333,2007,13.35,3.6
188,BALSAM LAKE,6902,7,44.51833333,-78.85833333,2008,13.675,3.3
189,BALSAM LAKE,6902,7,44.51833333,-78.85833333,2009,11.08333333,3.5
190,BALSAM LAKE,6902,7,44.51833333,-78.85833333,2010,12.58333333,3.2
191,BALSAM LAKE,6902,7,44.51833333,-78.85833333,2011,12.9,3.5
192,BALSAM LAKE,6902,7,44.51833333,-78.85833333,2012,11.65,3.7
193,BALSAM LAKE,6902,7,44.51833333,-78.85833333,2013,11.65,3.8
194,BALSAM LAKE,6902,7,44.51833333,-78.85833333,2014,11.08,3.8
195,BALSAM LAKE,6902,7,44.51833333,-78.85833333,2015,12.88,3.4
196,BALSAM LAKE,6902,7,44.51833333,-78.85833333,2016,10.84,4.3
197,BALSAM LAKE,6902,8,44.55833333,-78.88611111,2006,15.66666667,3.1
198,BALSAM LAKE,6902,8,44.55833333,-78.88611111,2007,14.13333333,3.6
199,BALSAM LAKE,6902,8,44.55833333,-78.88611111,2008,14.58333333,3.6
200,BALSAM LAKE,6902,8,44.55833333,-78.88611111,2009,9.975,4.2
201,BALSAM LAKE,6902,8,44.55833333,-78.88611111,2010,11.68333333,3.6
202,BALSAM LAKE,6902,8,44.55833333,-78.88611111,2011,11.2,3.6
203,BALSAM LAKE,6902,8,44.55833333,-78.88611111,2012,10.43333333,4.4
204,BALSAM LAKE,6902,8,44.55833333,-78.88611111,2014,10.96,3.6
205,BALSAM LAKE,6902,8,44.55833333,-78.88611111,2015,12.63333333,3.7
206,BALSAM LAKE,6902,8,44.55833333,-78.88611111,2016,9.083333333,4.7
207,BALSAM LAKE,6902,9,44.575,-78.80444444,2007,10.81428571,3.5
208,BALSAM LAKE,6902,9,44.575,-78.80444444,2008,12.175,3.3
209,BALSAM LAKE,6902,9,44.575,-78.80444444,2009,9.39,3.7
210,BALSAM LAKE,6902,9,44.575,-78.80444444,2010,9.533333333,3.3
